batch_id,sku,location_id,product_class,trust_flag,units_on_hand,unit_cost_usd,days_to_expiry,in_scope,days_weight,unsold_share,batch_value,score,band
LF-10522,SKU-0513,LOC-04,FOOD_CHILLED,OK,25,13.2,27,Y,0.5,0.208,330.0,34.32,P3
LF-10993,SKU-1035,LOC-27,FOOD_CHILLED,OK,22,11.56,56,Y,0.2,0.6606,254.32,33.6,P3
LF-10236,SKU-0694,LOC-28,FOOD_CHILLED,OK,18,11.61,37,Y,0.2,0.7944,208.98,33.2,P3
LF-11906,SKU-0246,LOC-02,FOOD_CHILLED,OK,24,11.68,37,Y,0.2,0.5889,280.32,33.02,P3
LF-11504,SKU-1084,LOC-02,FOOD_AMBIENT,OK,13,8.38,27,Y,0.5,0.5846,108.94,31.84,P3
LF-10010,SKU-0064,LOC-30,FOOD_AMBIENT,OK,35,8.21,32,Y,0.2,0.5429,287.35,31.2,P3
LF-11643,SKU-1076,LOC-17,FOOD_CHILLED,OK,64,3.11,38,Y,0.2,0.7823,199.04,31.14,P3
LF-11865,SKU-0020,LOC-11,FOOD_AMBIENT,OK,33,5.8,40,Y,0.2,0.798,191.4,30.55,P3
LF-10524,SKU-0434,LOC-07,FOOD_CHILLED,OK,14,2.25,5,Y,1.0,0.9643,31.5,30.38,P3
LF-10862,SKU-0677,LOC-17,FOOD_CHILLED,OK,38,14.0,32,Y,0.2,0.2702,532.0,28.75,P3
LF-11438,SKU-1053,LOC-34,FOOD_AMBIENT,OK,16,8.15,27,Y,0.5,0.4375,130.4,28.53,P3
LF-10122,SKU-0562,LOC-10,FOOD_CHILLED,OK,21,12.19,41,Y,0.2,0.5444,255.99,27.87,P3
LF-10951,SKU-1004,LOC-28,FOOD_AMBIENT,OK,23,8.38,48,Y,0.2,0.7217,192.74,27.82,P3
LF-10249,SKU-0277,LOC-38,FOOD_AMBIENT,OK,42,11.53,45,Y,0.2,0.2857,484.26,27.67,P3
LF-10469,SKU-0977,LOC-09,FOOD_AMBIENT,OK,347,0.54,49,Y,0.2,0.7317,187.38,27.42,P3
LF-10373,SKU-0473,LOC-10,FOOD_CHILLED,OK,16,12.41,50,Y,0.2,0.6875,198.56,27.3,P3
LF-11164,SKU-0048,LOC-36,FOOD_AMBIENT,OK,18,9.41,35,Y,0.2,0.8056,169.38,27.29,P3
LF-10974,SKU-0423,LOC-03,FOOD_CHILLED,OK,23,3.77,29,Y,0.5,0.6217,86.71,26.96,P3
LF-11452,SKU-0105,LOC-24,FOOD_CHILLED,OK,26,6.38,38,Y,0.2,0.8051,165.88,26.71,P3
LF-11374,SKU-0803,LOC-07,FOOD_CHILLED,OK,22,5.04,23,Y,0.5,0.4773,110.88,26.46,P3
LF-10590,SKU-1043,LOC-31,FOOD_CHILLED,OK,17,14.08,60,Y,0.2,0.5294,239.36,25.34,P3
LF-11834,SKU-0961,LOC-04,FOOD_CHILLED,OK,24,7.05,46,Y,0.2,0.7444,169.2,25.19,P3
LF-10069,SKU-1005,LOC-24,FOOD_CHILLED,OK,74,2.23,50,Y,0.2,0.7523,165.02,24.83,P3
LF-10356,SKU-0408,LOC-31,FOOD_CHILLED,OK,65,2.79,43,Y,0.2,0.6472,181.35,23.47,P3
LF-10938,SKU-0428,LOC-31,FOOD_CHILLED,OK,21,8.6,37,Y,0.2,0.6476,180.6,23.39,P3
LF-10443,SKU-0917,LOC-17,FOOD_CHILLED,OK,23,3.04,30,Y,0.5,0.6522,69.92,22.8,P3
LF-10000,SKU-0855,LOC-25,FOOD_CHILLED,OK,15,3.81,19,Y,0.5,0.7889,57.15,22.54,P3
LF-11105,SKU-1016,LOC-01,FOOD_CHILLED,OK,30,4.47,32,Y,0.2,0.8222,134.1,22.05,P3
LF-10779,SKU-0989,LOC-31,FOOD_CHILLED,OK,37,4.78,42,Y,0.2,0.6216,176.86,21.99,P3
LF-11496,SKU-0414,LOC-29,FOOD_AMBIENT,OK,31,1.54,16,Y,0.5,0.914,47.74,21.82,P3
LF-11609,SKU-0336,LOC-33,FOOD_AMBIENT,OK,25,6.13,44,Y,0.2,0.7067,153.25,21.66,P3
LF-11066,SKU-0881,LOC-28,FOOD_CHILLED,OK,22,12.26,44,Y,0.2,0.4,269.72,21.58,P3
LF-11638,SKU-0914,LOC-15,FOOD_AMBIENT,OK,31,4.91,57,Y,0.2,0.6935,152.21,21.11,P3
LF-11753,SKU-0880,LOC-15,FOOD_CHILLED,OK,41,4.12,59,Y,0.2,0.6163,168.92,20.82,P3
LF-10530,SKU-0680,LOC-26,FOOD_AMBIENT,OK,5,5.55,10,Y,0.8,0.9333,27.75,20.72,P3
LF-10021,SKU-0165,LOC-31,FOOD_AMBIENT,OK,15,7.31,28,Y,0.5,0.3778,109.65,20.71,P3
LF-11029,SKU-0138,LOC-20,FOOD_AMBIENT,OK,33,4.4,48,Y,0.2,0.7091,145.2,20.59,P3
LF-10186,SKU-0745,LOC-25,HEALTHCARE,OK,12,4.84,16,Y,0.5,0.6889,58.08,20.01,P3
LF-10790,SKU-0391,LOC-17,FOOD_CHILLED,OK,22,6.36,48,Y,0.2,0.7091,139.92,19.84,P3
LF-11463,SKU-0007,LOC-28,FOOD_CHILLED,OK,23,7.05,45,Y,0.2,0.6087,162.15,19.74,P3
LF-11769,SKU-0398,LOC-36,FOOD_CHILLED,OK,11,3.92,15,Y,0.5,0.9091,43.12,19.6,P3
LF-11000,SKU-0800,LOC-35,FOOD_AMBIENT,OK,18,1.08,-3,Y,1.0,1.0,19.44,19.44,P3
LF-10902,SKU-0234,LOC-02,FOOD_CHILLED,OK,6,4.44,10,Y,0.8,0.8889,26.64,18.94,P3
LF-10418,SKU-0642,LOC-03,FOOD_CHILLED,OK,34,7.84,51,Y,0.2,0.35,266.56,18.66,P3
LF-10003,SKU-0883,LOC-14,FOOD_AMBIENT,OK,5,3.94,3,Y,1.0,0.94,19.7,18.52,P3
LF-11045,SKU-0728,LOC-27,FOOD_CHILLED,OK,16,10.34,31,Y,0.2,0.5479,165.44,18.13,P3
LF-10545,SKU-0349,LOC-20,FOOD_AMBIENT,OK,28,4.22,49,Y,0.2,0.7667,118.16,18.12,P3
LF-10704,SKU-0323,LOC-18,FOOD_CHILLED,OK,32,1.8,30,Y,0.5,0.625,57.6,18.0,P3
LF-11580,SKU-0961,LOC-18,FOOD_CHILLED,OK,22,7.05,40,Y,0.2,0.5758,155.1,17.86,P3
LF-10115,SKU-0513,LOC-36,FOOD_CHILLED,OK,11,13.2,43,Y,0.2,0.6091,145.2,17.69,P3
LF-11793,SKU-0825,LOC-01,FOOD_CHILLED,OK,14,14.25,39,Y,0.2,0.4429,199.5,17.67,P3
LF-11192,SKU-0435,LOC-29,FOOD_AMBIENT,OK,11,11.25,48,Y,0.2,0.7091,123.75,17.55,P3
LF-10414,SKU-0241,LOC-17,FOOD_AMBIENT,OK,26,5.82,55,Y,0.2,0.5769,151.32,17.46,P3
LF-11204,SKU-0372,LOC-23,FOOD_AMBIENT,OK,5,9.15,18,Y,0.5,0.76,45.75,17.39,P3
LF-11420,SKU-0194,LOC-27,FOOD_AMBIENT,OK,32,9.95,59,Y,0.2,0.2625,318.4,16.72,P3
LF-10985,SKU-0547,LOC-17,FOOD_CHILLED,OK,14,12.3,55,Y,0.2,0.4762,172.2,16.4,P3
LF-11698,SKU-0026,LOC-04,FOOD_AMBIENT,OK,12,10.08,58,Y,0.2,0.6778,120.96,16.4,P3
LF-10570,SKU-0468,LOC-31,FOOD_CHILLED,OK,15,2.81,25,Y,0.5,0.7778,42.15,16.39,P3
LF-11068,SKU-0077,LOC-12,FOOD_AMBIENT,OK,41,3.04,54,Y,0.2,0.6488,124.64,16.17,P3
LF-11389,SKU-0119,LOC-01,FOOD_AMBIENT,OK,20,5.27,35,Y,0.2,0.7667,105.4,16.16,P3
LF-11392,SKU-0252,LOC-27,FOOD_CHILLED,OK,26,6.58,46,Y,0.2,0.4692,171.08,16.06,P3
LF-10101,SKU-0031,LOC-28,FOOD_AMBIENT,OK,40,11.01,52,Y,0.2,0.1767,440.4,15.56,P3
LF-11903,SKU-0084,LOC-27,FOOD_AMBIENT,OK,21,5.52,52,Y,0.2,0.6698,115.92,15.53,P3
LF-10337,SKU-0537,LOC-33,FOOD_AMBIENT,OK,41,2.34,34,Y,0.2,0.8065,95.94,15.48,P3
LF-10323,SKU-1076,LOC-08,FOOD_CHILLED,OK,40,3.11,38,Y,0.2,0.62,124.4,15.43,P3
LF-10606,SKU-0362,LOC-23,FOOD_AMBIENT,OK,60,1.57,39,Y,0.2,0.805,94.2,15.17,P3
LF-10813,SKU-0442,LOC-32,FOOD_CHILLED,OK,11,12.93,52,Y,0.2,0.5273,142.23,15.0,P3
LF-10513,SKU-0707,LOC-07,FOOD_CHILLED,OK,18,6.44,39,Y,0.2,0.6389,115.92,14.81,P3
LF-10543,SKU-0149,LOC-12,FOOD_AMBIENT,OK,15,6.24,48,Y,0.2,0.7867,93.6,14.73,P3
LF-10791,SKU-1044,LOC-36,FOOD_CHILLED,OK,10,1.79,4,Y,1.0,0.8133,17.9,14.56,P3
LF-11008,SKU-0268,LOC-09,FOOD_AMBIENT,OK,53,2.62,48,Y,0.2,0.517,138.86,14.36,P3
LF-11430,SKU-0821,LOC-27,FOOD_AMBIENT,OK,18,6.95,59,Y,0.2,0.563,125.1,14.09,P3
LF-11387,SKU-0394,LOC-16,FOOD_CHILLED,OK,6,4.8,17,Y,0.5,0.9056,28.8,13.04,P3
LF-11648,SKU-0625,LOC-36,FOOD_CHILLED,OK,52,10.56,55,Y,0.2,0.1186,549.12,13.02,P3
LF-10749,SKU-0028,LOC-03,FOOD_AMBIENT,OK,15,10.89,39,Y,0.2,0.3933,163.35,12.85,P3
LF-11651,SKU-0678,LOC-18,FOOD_CHILLED,OK,5,2.58,1,Y,1.0,0.9933,12.9,12.81,P3
LF-10814,SKU-1011,LOC-02,FOOD_CHILLED,OK,40,2.49,44,Y,0.2,0.6333,99.6,12.62,P3
LF-10610,SKU-0167,LOC-24,FOOD_AMBIENT,OK,50,1.02,23,Y,0.5,0.494,51.0,12.6,P3
LF-10724,SKU-0035,LOC-34,FOOD_CHILLED,OK,13,6.48,35,Y,0.2,0.7308,84.24,12.31,P3
LF-10316,SKU-0356,LOC-38,FOOD_CHILLED,OK,37,2.76,50,Y,0.2,0.5946,102.12,12.14,P3
LF-10682,SKU-0484,LOC-10,FOOD_CHILLED,OK,9,10.75,51,Y,0.2,0.6222,96.75,12.04,P3
LF-11859,SKU-0307,LOC-24,FOOD_AMBIENT,OK,17,1.81,23,Y,0.5,0.7745,30.77,11.92,P3
LF-10966,SKU-0594,LOC-31,FOOD_CHILLED,OK,52,1.58,36,Y,0.2,0.7231,82.16,11.88,P3
LF-11299,SKU-0936,LOC-10,FOOD_CHILLED,OK,47,1.95,50,Y,0.2,0.6454,91.65,11.83,P3
LF-10464,SKU-0352,LOC-18,FOOD_CHILLED,OK,23,11.78,60,Y,0.2,0.2174,270.94,11.78,P3
LF-10201,SKU-0515,LOC-06,FOOD_AMBIENT,OK,14,5.25,48,Y,0.2,0.7714,73.5,11.34,P3
LF-10315,SKU-0053,LOC-32,FOOD_AMBIENT,OK,28,3.05,36,Y,0.2,0.6571,85.4,11.22,P3
LF-10973,SKU-0888,LOC-19,HEALTHCARE,OK,39,21.39,39,Y,0.2,0.0667,834.21,11.12,P3
LF-10305,SKU-1069,LOC-27,FOOD_CHILLED,OK,32,2.39,48,Y,0.2,0.7,76.48,10.71,P3
LF-11046,SKU-0616,LOC-24,FOOD_AMBIENT,OK,33,5.04,56,Y,0.2,0.3212,166.32,10.68,P3
LF-10105,SKU-0769,LOC-16,FOOD_AMBIENT,OK,14,9.42,43,Y,0.2,0.3857,131.88,10.17,P3
LF-11619,SKU-0637,LOC-02,FOOD_CHILLED,OK,32,1.64,20,Y,0.5,0.375,52.48,9.84,P3
LF-10549,SKU-0126,LOC-31,FOOD_AMBIENT,OK,20,7.77,59,Y,0.2,0.3117,155.4,9.69,P3
LF-11562,SKU-0240,LOC-17,FOOD_CHILLED,OK,11,8.64,55,Y,0.2,0.5,95.04,9.5,P3
LF-10129,SKU-0545,LOC-32,FOOD_CHILLED,OK,15,5.12,43,Y,0.2,0.6178,76.8,9.49,P3
LF-10641,SKU-0779,LOC-14,FOOD_CHILLED,OK,29,2.55,35,Y,0.2,0.6379,73.95,9.44,P3
LF-11187,SKU-0945,LOC-22,FOOD_CHILLED,OK,6,8.04,22,Y,0.5,0.3889,48.24,9.38,P3
LF-11626,SKU-0141,LOC-35,FOOD_AMBIENT,OK,26,4.27,57,Y,0.2,0.4154,111.02,9.22,P3
LF-11135,SKU-0936,LOC-16,FOOD_CHILLED,OK,32,1.95,56,Y,0.2,0.7083,62.4,8.84,P3
LF-10080,SKU-0682,LOC-04,FOOD_CHILLED,OK,31,3.79,59,Y,0.2,0.3656,117.49,8.59,P3
LF-11193,SKU-0029,LOC-03,FOOD_CHILLED,OK,10,6.43,50,Y,0.2,0.6667,64.3,8.57,P3
LF-10769,SKU-0892,LOC-06,FOOD_CHILLED,OK,31,5.69,29,Y,0.5,0.0957,176.39,8.44,P3
LF-10803,SKU-0955,LOC-12,FOOD_AMBIENT,OK,19,0.64,11,Y,0.8,0.8456,12.16,8.23,P3
LF-11776,SKU-0689,LOC-26,FOOD_AMBIENT,OK,36,8.48,55,Y,0.2,0.1343,305.28,8.2,P3
LF-11449,SKU-0835,LOC-11,FOOD_AMBIENT,OK,31,2.62,53,Y,0.2,0.4871,81.22,7.91,P3
LF-11269,SKU-0873,LOC-09,FOOD_AMBIENT,OK,23,11.16,24,Y,0.5,0.0609,256.68,7.81,P3
LF-11519,SKU-0483,LOC-13,FOOD_CHILLED,OK,13,6.06,43,Y,0.2,0.4487,78.78,7.07,P3
LF-11478,SKU-0417,LOC-34,HEALTHCARE,OK,14,4.15,42,Y,0.2,0.6,58.1,6.97,P3
LF-10116,SKU-0570,LOC-07,FOOD_CHILLED,OK,6,11.18,45,Y,0.2,0.5,67.08,6.71,P3
LF-11780,SKU-1072,LOC-38,FOOD_CHILLED,OK,24,8.98,36,Y,0.2,0.15,215.52,6.47,P3
LF-10642,SKU-0683,LOC-35,FOOD_AMBIENT,OK,28,1.5,31,Y,0.2,0.7417,42.0,6.23,P3
LF-10841,SKU-0794,LOC-01,FOOD_CHILLED,OK,8,5.88,46,Y,0.2,0.6167,47.04,5.8,P3
LF-10735,SKU-0099,LOC-32,HEALTHCARE,OK,96,16.46,59,Y,0.2,0.0167,1580.16,5.27,P3
LF-10766,SKU-0366,LOC-06,FOOD_AMBIENT,OK,107,0.59,52,Y,0.2,0.4006,63.13,5.06,P3
LF-10029,SKU-0223,LOC-15,FOOD_AMBIENT,OK,15,4.03,37,Y,0.2,0.3422,60.45,4.14,P3
LF-11599,SKU-0988,LOC-12,FOOD_AMBIENT,OK,23,6.12,35,Y,0.2,0.1377,140.76,3.88,P3
LF-10355,SKU-0022,LOC-17,FOOD_CHILLED,OK,13,5.54,59,Y,0.2,0.2436,72.02,3.51,P3
LF-11332,SKU-1005,LOC-18,FOOD_CHILLED,OK,31,2.23,50,Y,0.2,0.2473,69.13,3.42,P3
LF-11021,SKU-0208,LOC-19,FOOD_AMBIENT,OK,23,1.1,35,Y,0.2,0.6449,25.3,3.26,P3
LF-10548,SKU-0195,LOC-28,FOOD_AMBIENT,OK,29,0.72,52,Y,0.2,0.7011,20.88,2.93,P3
LF-10607,SKU-0489,LOC-15,FOOD_CHILLED,OK,11,1.89,53,Y,0.2,0.6788,20.79,2.82,P3
LF-10546,SKU-0127,LOC-34,FOOD_AMBIENT,OK,43,0.52,54,Y,0.2,0.6233,22.36,2.79,P3
LF-10104,SKU-0815,LOC-34,FOOD_CHILLED,OK,173,10.52,56,Y,0.2,0.0073,1819.96,2.67,P3
LF-10205,SKU-1085,LOC-10,FOOD_AMBIENT,OK,26,0.65,56,Y,0.2,0.641,16.9,2.17,P3
LF-11069,SKU-0529,LOC-03,FOOD_CHILLED,OK,22,2.0,51,Y,0.2,0.0727,44.0,0.64,P3
LF-11810,SKU-0013,LOC-01,FOOD_CHILLED,OK,21,13.1,58,Y,0.2,0.0,275.1,0.0,P3
LF-11687,SKU-0122,LOC-01,FOOD_CHILLED,OK,50,10.9,60,Y,0.2,0.0,545.0,0.0,P3
LF-10328,SKU-1032,LOC-24,FOOD_CHILLED,OK,10,7.78,30,Y,0.5,0.0,77.8,0.0,P3
LF-11435,SKU-0536,LOC-18,FOOD_CHILLED,OK,54,5.05,48,Y,0.2,0.0,272.7,0.0,P3
LF-11762,SKU-0896,LOC-30,FOOD_AMBIENT,STALE_COUNT,34,7.14,47,Y,0.2,0.0,242.76,0.0,P3
LF-10857,SKU-0323,LOC-13,FOOD_CHILLED,OK,49,1.8,47,Y,0.2,0.0,88.2,0.0,P3
LF-10292,SKU-0664,LOC-28,FOOD_CHILLED,OK,21,12.36,58,Y,0.2,0.0,259.56,0.0,P3
LF-11552,SKU-0068,LOC-01,FOOD_CHILLED,OK,17,14.66,45,Y,0.2,0.0,249.22,0.0,P3
LF-11851,SKU-0905,LOC-25,FOOD_CHILLED,OK,12,2.56,52,Y,0.2,0.0,30.72,0.0,P3
LF-10139,SKU-0295,LOC-01,FOOD_AMBIENT,OK,59,5.66,30,Y,0.5,0.0,333.94,0.0,P3
LF-10347,SKU-0939,LOC-02,FOOD_CHILLED,OK,23,7.88,58,Y,0.2,0.0,181.24,0.0,P3
LF-10944,SKU-0205,LOC-16,FOOD_CHILLED,OK,14,10.36,43,Y,0.2,0.0,145.04,0.0,P3
LF-11044,SKU-0640,LOC-22,FOOD_CHILLED,OK,40,4.45,43,Y,0.2,0.0,178.0,0.0,P3
LF-10839,SKU-0173,LOC-17,FOOD_CHILLED,OK,36,9.08,52,Y,0.2,0.0,326.88,0.0,P3
LF-11652,SKU-0553,LOC-34,FOOD_CHILLED,OK,17,4.52,53,Y,0.2,0.0,76.84,0.0,P3
LF-11739,SKU-0757,LOC-22,FOOD_CHILLED,OK,33,12.22,50,Y,0.2,0.0,403.26,0.0,P3
LF-11722,SKU-0836,LOC-22,FOOD_AMBIENT,OK,7,7.36,46,Y,0.2,0.0,51.52,0.0,P3
LF-10235,SKU-1018,LOC-18,FOOD_AMBIENT,OK,40,6.13,42,Y,0.2,0.0,245.2,0.0,P3
LF-10922,SKU-0593,LOC-02,FOOD_CHILLED,OK,7,7.28,40,Y,0.2,0.0,50.96,0.0,P3
LF-11316,SKU-0958,LOC-34,FOOD_CHILLED,OK,27,4.95,54,Y,0.2,0.0,133.65,0.0,P3
LF-10486,SKU-0253,LOC-32,FOOD_CHILLED,OK,18,13.08,58,Y,0.2,0.0,235.44,0.0,P3
LF-10856,SKU-0703,LOC-24,FOOD_CHILLED,OK,42,8.28,43,Y,0.2,0.0,347.76,0.0,P3
LF-11579,SKU-0430,LOC-08,FOOD_CHILLED,OK,20,6.74,49,Y,0.2,0.0,134.8,0.0,P3
LF-10191,SKU-0488,LOC-02,FOOD_CHILLED,OK,48,11.08,35,Y,0.2,0.0,531.84,0.0,P3
LF-11470,SKU-0044,LOC-36,HEALTHCARE,OK,19,23.15,54,Y,0.2,0.0,439.85,0.0,P3
LF-10640,SKU-0141,LOC-08,FOOD_AMBIENT,OK,8,4.27,33,Y,0.2,0.0,34.16,0.0,P3
LF-10446,SKU-0124,LOC-37,FOOD_AMBIENT,OK,38,5.37,51,Y,0.2,0.0,204.06,0.0,P3
LF-10744,SKU-0167,LOC-16,FOOD_AMBIENT,OK,21,1.02,55,Y,0.2,0.0,21.42,0.0,P3
LF-11194,SKU-0731,LOC-16,FOOD_CHILLED,OK,29,14.12,49,Y,0.2,0.0,409.48,0.0,P3
LF-10322,SKU-0868,LOC-15,FOOD_AMBIENT,OK,41,9.22,46,Y,0.2,0.0,378.02,0.0,P3
LF-10650,SKU-0836,LOC-19,FOOD_AMBIENT,OK,16,7.36,45,Y,0.2,0.0,117.76,0.0,P3
LF-11174,SKU-0407,LOC-25,FOOD_AMBIENT,OK,53,8.56,53,Y,0.2,0.0,453.68,0.0,P3
LF-10455,SKU-0979,LOC-27,FOOD_CHILLED,OK,45,6.43,45,Y,0.2,0.0,289.35,0.0,P3
LF-11629,SKU-1006,LOC-17,FOOD_AMBIENT,OK,32,7.59,53,Y,0.2,0.0,242.88,0.0,P3
LF-11450,SKU-0005,LOC-34,HEALTHCARE,OK,14,15.77,54,Y,0.2,0.0,220.78,0.0,P3
LF-11171,SKU-0855,LOC-36,FOOD_CHILLED,OK,6,3.81,45,Y,0.2,0.0,22.86,0.0,P3
LF-11534,SKU-0965,LOC-15,FOOD_AMBIENT,OK,10,8.05,197,N,,,80.5,,
LF-11152,SKU-0690,LOC-18,FOOD_AMBIENT,OK,56,11.55,217,N,,,646.8,,
LF-11117,SKU-0199,LOC-24,FOOD_AMBIENT,OK,24,6.78,167,N,,,162.72,,
LF-11225,SKU-0193,LOC-16,FOOD_CHILLED,OK,12,7.99,93,N,,,95.88,,
LF-11160,SKU-0494,LOC-29,FOOD_AMBIENT,OK,26,3.78,169,N,,,98.28,,
LF-11283,SKU-0986,LOC-26,FOOD_AMBIENT,OK,34,1.86,145,N,,,63.24,,
LF-10204,SKU-0008,LOC-35,FOOD_AMBIENT,OK,77,11.87,213,N,,,913.99,,
LF-10397,SKU-0518,LOC-27,FOOD_AMBIENT,OK,25,7.8,168,N,,,195.0,,
LF-11585,SKU-0732,LOC-37,HEALTHCARE,OK,19,9.55,294,N,,,181.45,,
LF-10512,SKU-0865,LOC-01,FOOD_AMBIENT,OK,85,8.23,319,N,,,699.55,,
LF-10555,SKU-0351,LOC-25,HEALTHCARE,OK,32,7.69,373,N,,,246.08,,
LF-11923,SKU-0535,LOC-10,HEALTHCARE,OK,36,7.22,124,N,,,259.92,,
LF-10943,SKU-0524,LOC-15,FOOD_AMBIENT,OK,47,7.27,175,N,,,341.69,,
LF-11253,SKU-0151,LOC-13,FOOD_AMBIENT,OK,13,2.8,139,N,,,36.4,,
LF-10124,SKU-0888,LOC-20,HEALTHCARE,OK,28,21.39,103,N,,,598.92,,
LF-11566,SKU-0962,LOC-27,FOOD_AMBIENT,OK,50,8.84,77,N,,,442.0,,
LF-10357,SKU-0331,LOC-14,FOOD_CHILLED,OK,15,3.04,89,N,,,45.6,,
LF-11601,SKU-0234,LOC-22,FOOD_CHILLED,OK,28,4.44,99,N,,,124.32,,
LF-11348,SKU-0998,LOC-34,HEALTHCARE,OK,82,24.97,77,N,,,2047.54,,
LF-11141,SKU-0911,LOC-06,HEALTHCARE,OK,114,21.79,229,N,,,2484.06,,
LF-11535,SKU-0411,LOC-06,FOOD_AMBIENT,OK,11,11.35,160,N,,,124.85,,
LF-11589,SKU-0263,LOC-25,HEALTHCARE,OK,22,31.18,327,N,,,685.96,,
LF-10976,SKU-0015,LOC-17,FOOD_AMBIENT,OK,98,9.09,371,N,,,890.82,,
LF-10652,SKU-0025,LOC-20,HEALTHCARE,OK,51,13.16,145,N,,,671.16,,
LF-10517,SKU-0859,LOC-26,FOOD_AMBIENT,OK,96,6.22,375,N,,,597.12,,
LF-11288,SKU-0625,LOC-15,FOOD_CHILLED,OK,20,10.56,61,N,,,211.2,,
LF-10878,SKU-0195,LOC-09,FOOD_AMBIENT,OK,12,0.72,194,N,,,8.64,,
LF-11287,SKU-1034,LOC-21,FOOD_AMBIENT,OK,14,7.96,213,N,,,111.44,,
LF-10166,SKU-0054,LOC-35,HEALTHCARE,OK,7,22.29,380,N,,,156.03,,
LF-11138,SKU-0188,LOC-01,FOOD_AMBIENT,OK,43,2.37,125,N,,,101.91,,
LF-11402,SKU-0033,LOC-17,FOOD_AMBIENT,OK,7,9.17,102,N,,,64.19,,
LF-10502,SKU-0032,LOC-02,FOOD_CHILLED,OK,30,5.48,66,N,,,164.4,,
LF-10286,SKU-0385,LOC-17,FOOD_AMBIENT,OK,15,3.31,231,N,,,49.65,,
LF-11282,SKU-0691,LOC-24,FOOD_AMBIENT,OK,35,6.04,143,N,,,211.4,,
LF-11682,SKU-0073,LOC-38,FOOD_AMBIENT,OK,14,10.66,78,N,,,149.24,,
LF-11503,SKU-0387,LOC-22,HEALTHCARE,OK,19,3.42,282,N,,,64.98,,
LF-11706,SKU-1048,LOC-37,HEALTHCARE,OK,20,9.35,360,N,,,187.0,,
LF-11765,SKU-0028,LOC-22,FOOD_AMBIENT,OK,48,10.89,176,N,,,522.72,,
LF-11051,SKU-0664,LOC-18,FOOD_CHILLED,OK,10,12.36,112,N,,,123.6,,
LF-10895,SKU-1036,LOC-09,HEALTHCARE,OK,7,28.17,216,N,,,197.19,,
LF-10871,SKU-0259,LOC-36,HEALTHCARE,OK,16,38.41,193,N,,,614.56,,
LF-11432,SKU-0207,LOC-07,HEALTHCARE,OK,26,11.85,84,N,,,308.1,,
LF-10162,SKU-0817,LOC-20,FOOD_AMBIENT,OK,75,1.11,116,N,,,83.25,,
LF-11517,SKU-0694,LOC-32,FOOD_CHILLED,OK,6,11.61,127,N,,,69.66,,
LF-11414,SKU-0614,LOC-37,FOOD_AMBIENT,OK,51,8.56,117,N,,,436.56,,
LF-10417,SKU-0275,LOC-29,HEALTHCARE,OK,42,36.97,293,N,,,1552.74,,
LF-10764,SKU-0297,LOC-13,FOOD_AMBIENT,OK,20,0.64,113,N,,,12.8,,
LF-10697,SKU-0220,LOC-01,FOOD_AMBIENT,OK,28,5.99,303,N,,,167.72,,
LF-10438,SKU-0440,LOC-07,FOOD_CHILLED,OK,24,4.22,103,N,,,101.28,,
LF-11067,SKU-0318,LOC-26,FOOD_AMBIENT,OK,51,5.63,126,N,,,287.13,,
LF-10525,SKU-1070,LOC-19,FOOD_AMBIENT,OK,12,7.85,119,N,,,94.2,,
LF-11462,SKU-0429,LOC-18,FOOD_AMBIENT,OK,52,6.02,232,N,,,313.04,,
LF-10792,SKU-0631,LOC-04,FOOD_AMBIENT,OK,62,10.18,247,N,,,631.16,,
LF-11309,SKU-0098,LOC-10,FOOD_CHILLED,OK,15,2.03,64,N,,,30.45,,
LF-10210,SKU-0516,LOC-04,FOOD_AMBIENT,OK,23,11.85,353,N,,,272.55,,
LF-10332,SKU-0727,LOC-12,HEALTHCARE,OK,96,22.39,174,N,,,2149.44,,
LF-11600,SKU-0495,LOC-11,FOOD_AMBIENT,OK,15,10.36,376,N,,,155.4,,
LF-11072,SKU-1021,LOC-27,FOOD_AMBIENT,OK,9,5.3,69,N,,,47.7,,
LF-11933,SKU-0027,LOC-28,FOOD_CHILLED,OK,26,6.26,61,N,,,162.76,,
LF-11877,SKU-0891,LOC-19,FOOD_AMBIENT,OK,104,2.27,197,N,,,236.08,,
LF-10558,SKU-0190,LOC-35,FOOD_AMBIENT,OK,50,5.96,398,N,,,298.0,,
LF-10295,SKU-0214,LOC-07,FOOD_AMBIENT,OK,16,0.61,151,N,,,9.76,,
LF-10743,SKU-0861,LOC-22,HEALTHCARE,OK,13,5.94,272,N,,,77.22,,
LF-10905,SKU-0188,LOC-10,FOOD_AMBIENT,OK,34,2.37,276,N,,,80.58,,
LF-11471,SKU-0840,LOC-03,FOOD_CHILLED,OK,12,11.52,62,N,,,138.24,,
LF-10020,SKU-0060,LOC-27,FOOD_CHILLED,OK,36,13.49,96,N,,,485.64,,
LF-11202,SKU-0995,LOC-12,FOOD_AMBIENT,OK,7,2.43,140,N,,,17.01,,
LF-11176,SKU-0668,LOC-26,FOOD_AMBIENT,OK,39,5.2,368,N,,,202.8,,
LF-10953,SKU-0896,LOC-06,FOOD_AMBIENT,OK,26,7.14,128,N,,,185.64,,
LF-11349,SKU-0268,LOC-23,FOOD_AMBIENT,OK,94,2.62,184,N,,,246.28,,
