sku,description,product_class,shelf_life_days,unit_cost_usd,supplier_id,supplier_accepts_returns
SKU-0317,Breakfast cereal 250 g,FOOD_AMBIENT,407,6.37,SUP-36,Y
SKU-0318,Chocolate bar twin pack,FOOD_AMBIENT,406,5.63,SUP-30,N
SKU-0319,Chocolate bar 500 g,FOOD_AMBIENT,692,2.23,SUP-31,Y
SKU-0320,Cooking sauce 1 kg,FOOD_AMBIENT,267,1.83,SUP-23,Y
SKU-0321,Oats family pack,FOOD_AMBIENT,391,6.49,SUP-31,Y
SKU-0322,Eye drops 30 ct,HEALTHCARE,1078,19.74,SUP-20,Y
SKU-0323,Egg tray 4 pack,FOOD_CHILLED,59,1.8,SUP-42,Y
SKU-0324,Instant noodles 250 g,FOOD_AMBIENT,429,6.43,SUP-11,Y
SKU-0325,Cooking sauce twin pack,FOOD_AMBIENT,653,3.17,SUP-41,Y
SKU-0326,Cream 250 g,FOOD_CHILLED,129,7.33,SUP-48,N
SKU-0327,Biscuits twin pack,FOOD_AMBIENT,640,7.31,SUP-01,N
SKU-0328,Antacid syrup 30 ct,HEALTHCARE,650,30.84,SUP-37,Y
SKU-0329,Digital thermometer strips 100 ml,HEALTHCARE,914,9.92,SUP-13,Y
SKU-0330,Breakfast cereal family pack,FOOD_AMBIENT,681,6.57,SUP-39,Y
SKU-0331,Fresh pasta 4 pack,FOOD_CHILLED,120,3.04,SUP-55,Y
SKU-0332,Paracetamol pack 100 ml,HEALTHCARE,1054,29.12,SUP-59,N
SKU-0333,Lentils 1 kg,FOOD_AMBIENT,317,4.1,SUP-20,Y
SKU-0334,Fruit jam twin pack,FOOD_AMBIENT,324,6.37,SUP-39,Y
SKU-0335,Salted snacks 250 g,FOOD_AMBIENT,613,2.64,SUP-45,N
SKU-0336,Instant noodles 1 kg,FOOD_AMBIENT,350,6.13,SUP-12,Y
SKU-0337,Oats 500 g,FOOD_AMBIENT,234,10.45,SUP-32,Y
SKU-0338,Salted snacks twin pack,FOOD_AMBIENT,697,8.01,SUP-44,Y
SKU-0339,Egg tray 250 g,FOOD_CHILLED,101,8.1,SUP-37,Y
SKU-0340,Pasta 1 kg,FOOD_AMBIENT,479,0.88,SUP-35,Y
SKU-0341,First-aid kit refill pack of 10,HEALTHCARE,833,23.93,SUP-36,Y
SKU-0342,Chocolate bar 250 g,FOOD_AMBIENT,296,3.58,SUP-53,N
SKU-0343,Hummus 1 l,FOOD_CHILLED,150,11.72,SUP-35,Y
SKU-0344,Fresh pasta 500 ml,FOOD_CHILLED,58,11.44,SUP-20,N
SKU-0345,Vitamin C tablets 30 ct,HEALTHCARE,825,12.72,SUP-29,N
SKU-0346,Cooking oil 250 g,FOOD_AMBIENT,422,2.91,SUP-45,Y
SKU-0347,Eye drops 60 ct,HEALTHCARE,989,26.41,SUP-40,Y
SKU-0348,Biscuits 250 g,FOOD_AMBIENT,391,9.76,SUP-23,Y
SKU-0349,Soup mix family pack,FOOD_AMBIENT,352,4.22,SUP-19,Y
SKU-0350,Spice mix twin pack,FOOD_AMBIENT,277,2.06,SUP-59,Y
SKU-0351,Cough syrup 60 ct,HEALTHCARE,1036,7.69,SUP-16,Y
SKU-0352,Fruit juice 1 l,FOOD_CHILLED,76,11.78,SUP-32,Y
SKU-0353,Breakfast cereal 500 g,FOOD_AMBIENT,604,4.81,SUP-41,N
SKU-0354,Lentils family pack,FOOD_AMBIENT,592,6.43,SUP-45,N
SKU-0355,Fruit juice 4 pack,FOOD_CHILLED,103,14.33,SUP-38,Y
SKU-0356,Sandwich pack 1 l,FOOD_CHILLED,138,2.76,SUP-41,N
SKU-0357,Fruit juice 1 l,FOOD_CHILLED,53,12.24,SUP-14,N
SKU-0358,Biscuits family pack,FOOD_AMBIENT,686,3.59,SUP-22,Y
SKU-0359,Tea 500 g,FOOD_AMBIENT,676,9.57,SUP-03,Y
SKU-0360,Oats 1 kg,FOOD_AMBIENT,196,1.93,SUP-29,Y
SKU-0361,Cooking sauce 1 kg,FOOD_AMBIENT,387,11.95,SUP-57,N
SKU-0362,Instant noodles family pack,FOOD_AMBIENT,460,1.57,SUP-17,Y
SKU-0363,Cream 1 l,FOOD_CHILLED,128,3.73,SUP-41,Y
SKU-0364,Eye drops 30 ct,HEALTHCARE,604,18.88,SUP-46,Y
SKU-0365,Cheese slices 6 pack,FOOD_CHILLED,106,2.55,SUP-15,Y
SKU-0366,Oats family pack,FOOD_AMBIENT,189,0.59,SUP-53,Y
SKU-0367,Digital thermometer strips pack of 10,HEALTHCARE,797,28.68,SUP-05,Y
SKU-0368,Lentils family pack,FOOD_AMBIENT,284,1.69,SUP-57,Y
SKU-0369,Salted snacks 1 kg,FOOD_AMBIENT,316,7.88,SUP-05,Y
SKU-0370,Yoghurt 1 l,FOOD_CHILLED,123,10.28,SUP-23,N
SKU-0371,Tea twin pack,FOOD_AMBIENT,601,7.58,SUP-56,Y
SKU-0372,Cooking oil 250 g,FOOD_AMBIENT,323,9.15,SUP-47,Y
SKU-0373,Cooking sauce 1 kg,FOOD_AMBIENT,502,9.6,SUP-18,N
SKU-0374,Antacid syrup 200 ml,HEALTHCARE,931,25.24,SUP-19,N
SKU-0375,Basmati rice 250 g,FOOD_AMBIENT,488,2.86,SUP-33,Y
SKU-0376,Salted snacks 1 kg,FOOD_AMBIENT,482,7.93,SUP-32,Y
SKU-0377,Pasta 500 g,FOOD_AMBIENT,691,7.84,SUP-34,N
SKU-0378,Basmati rice 1 kg,FOOD_AMBIENT,549,11.24,SUP-25,N
SKU-0379,Calcium tablets 60 ct,HEALTHCARE,795,16.52,SUP-49,Y
SKU-0380,Lentils 500 g,FOOD_AMBIENT,197,7.25,SUP-17,Y
SKU-0381,Wheat flour 250 g,FOOD_AMBIENT,587,6.33,SUP-50,Y
SKU-0382,Salted snacks 250 g,FOOD_AMBIENT,264,7.87,SUP-40,Y
SKU-0383,Lentils 1 kg,FOOD_AMBIENT,497,1.41,SUP-52,Y
SKU-0384,Bandage roll 30 ct,HEALTHCARE,765,24.7,SUP-20,N
SKU-0385,Pasta twin pack,FOOD_AMBIENT,239,3.31,SUP-08,Y
SKU-0386,Soup mix 1 kg,FOOD_AMBIENT,236,4.06,SUP-08,Y
SKU-0387,Paracetamol pack pack of 10,HEALTHCARE,1083,3.42,SUP-23,Y
SKU-0388,First-aid kit refill 60 ct,HEALTHCARE,630,9.18,SUP-48,N
SKU-0389,Cough syrup 30 ct,HEALTHCARE,485,31.54,SUP-22,N
SKU-0390,Breakfast cereal 250 g,FOOD_AMBIENT,716,1.23,SUP-41,Y
SKU-0391,Ready meal 1 l,FOOD_CHILLED,110,6.36,SUP-55,Y
SKU-0392,Fruit juice 250 g,FOOD_CHILLED,65,4.94,SUP-58,Y
SKU-0393,Egg tray 6 pack,FOOD_CHILLED,59,4.58,SUP-01,Y
SKU-0394,Salad bowl 1 l,FOOD_CHILLED,46,4.8,SUP-24,Y
SKU-0395,Paracetamol pack 30 ct,HEALTHCARE,548,37.45,SUP-36,N
SKU-0396,Cooking sauce twin pack,FOOD_AMBIENT,409,4.2,SUP-59,N
SKU-0397,Butter 4 pack,FOOD_CHILLED,150,2.55,SUP-08,Y
SKU-0398,Dessert cup 6 pack,FOOD_CHILLED,51,3.92,SUP-03,N
SKU-0399,Fresh milk 4 pack,FOOD_CHILLED,104,13.19,SUP-21,Y
SKU-0400,Oral rehydration salts 100 ml,HEALTHCARE,373,16.65,SUP-37,N
SKU-0401,Eye drops 100 ml,HEALTHCARE,1002,11.98,SUP-38,N
SKU-0402,First-aid kit refill 200 ml,HEALTHCARE,565,30.1,SUP-49,N
SKU-0403,Paneer 250 g,FOOD_CHILLED,45,14.09,SUP-15,Y
SKU-0404,Basmati rice twin pack,FOOD_AMBIENT,523,0.52,SUP-55,N
SKU-0405,Canned tomatoes 1 kg,FOOD_AMBIENT,286,2.86,SUP-27,Y
SKU-0406,Vitamin C tablets 30 ct,HEALTHCARE,510,29.33,SUP-03,N
SKU-0407,Spice mix family pack,FOOD_AMBIENT,602,8.56,SUP-30,N
SKU-0408,Fresh milk 500 ml,FOOD_CHILLED,119,2.79,SUP-41,N
SKU-0409,Lentils 1 kg,FOOD_AMBIENT,243,5.5,SUP-16,Y
SKU-0410,Peanut butter family pack,FOOD_AMBIENT,582,8.56,SUP-21,Y
SKU-0411,Pasta 1 kg,FOOD_AMBIENT,256,11.35,SUP-50,N
SKU-0412,Cooking oil twin pack,FOOD_AMBIENT,339,1.72,SUP-30,Y
SKU-0413,Cooking oil 1 kg,FOOD_AMBIENT,546,11.59,SUP-29,Y
SKU-0414,Breakfast cereal family pack,FOOD_AMBIENT,302,1.54,SUP-53,N
SKU-0415,Soup mix family pack,FOOD_AMBIENT,221,2.97,SUP-10,Y
SKU-0416,Pasta 500 g,FOOD_AMBIENT,544,5.06,SUP-44,Y
SKU-0417,Digital thermometer strips pack of 10,HEALTHCARE,543,4.15,SUP-55,Y
SKU-0418,Eye drops pack of 10,HEALTHCARE,928,12.24,SUP-07,N
SKU-0419,Tea 1 kg,FOOD_AMBIENT,304,0.64,SUP-09,Y
SKU-0420,Salted snacks 500 g,FOOD_AMBIENT,561,8.39,SUP-38,Y
SKU-0421,Lentils 1 kg,FOOD_AMBIENT,202,11.97,SUP-58,N
SKU-0422,Tea family pack,FOOD_AMBIENT,274,10.91,SUP-08,Y
SKU-0423,Ready meal 6 pack,FOOD_CHILLED,51,3.77,SUP-28,N
SKU-0424,Salted snacks twin pack,FOOD_AMBIENT,688,0.84,SUP-12,Y
SKU-0425,Instant noodles 1 kg,FOOD_AMBIENT,461,3.72,SUP-03,N
SKU-0426,Calcium tablets pack of 10,HEALTHCARE,616,26.95,SUP-27,N
SKU-0427,Sugar twin pack,FOOD_AMBIENT,242,1.51,SUP-09,Y
SKU-0428,Cream 6 pack,FOOD_CHILLED,147,8.6,SUP-51,Y
SKU-0429,Salted snacks twin pack,FOOD_AMBIENT,547,6.02,SUP-23,N
SKU-0430,Hummus 500 ml,FOOD_CHILLED,86,6.74,SUP-02,Y
SKU-0431,Cheese slices 4 pack,FOOD_CHILLED,48,13.59,SUP-04,N
SKU-0432,Ready meal 6 pack,FOOD_CHILLED,112,6.33,SUP-15,N
SKU-0433,Cooking oil family pack,FOOD_AMBIENT,433,8.05,SUP-35,N
SKU-0434,Dessert cup 500 ml,FOOD_CHILLED,139,2.25,SUP-37,N
SKU-0435,Salted snacks 1 kg,FOOD_AMBIENT,543,11.25,SUP-12,Y
SKU-0436,Peanut butter 500 g,FOOD_AMBIENT,547,11.01,SUP-46,N
SKU-0437,Chocolate bar 1 kg,FOOD_AMBIENT,325,6.98,SUP-54,N
SKU-0438,Dessert cup 500 ml,FOOD_CHILLED,108,8.82,SUP-32,Y
SKU-0439,Wheat flour 500 g,FOOD_AMBIENT,418,7.42,SUP-34,Y
SKU-0440,Fruit juice 500 ml,FOOD_CHILLED,123,4.22,SUP-22,N
SKU-0441,Peanut butter 250 g,FOOD_AMBIENT,240,0.75,SUP-46,N
SKU-0442,Sandwich pack 4 pack,FOOD_CHILLED,59,12.93,SUP-05,Y
SKU-0443,Salted snacks family pack,FOOD_AMBIENT,283,4.37,SUP-09,N
SKU-0444,Egg tray 1 l,FOOD_CHILLED,100,12.19,SUP-42,Y
SKU-0445,Cornflakes 250 g,FOOD_AMBIENT,545,3.07,SUP-53,Y
SKU-0446,Canned tomatoes 500 g,FOOD_AMBIENT,481,1.96,SUP-45,N
SKU-0447,Antiseptic solution 200 ml,HEALTHCARE,946,4.2,SUP-21,N
SKU-0448,Cold cuts 250 g,FOOD_CHILLED,73,10.14,SUP-60,Y
SKU-0449,Peanut butter family pack,FOOD_AMBIENT,259,3.24,SUP-11,N
SKU-0450,Fresh milk 4 pack,FOOD_CHILLED,150,11.07,SUP-29,Y
SKU-0451,Cheese slices 4 pack,FOOD_CHILLED,76,10.86,SUP-17,N
SKU-0452,Basmati rice twin pack,FOOD_AMBIENT,229,4.94,SUP-11,N
SKU-0453,Sugar twin pack,FOOD_AMBIENT,567,4.54,SUP-07,N
SKU-0454,Chocolate bar 500 g,FOOD_AMBIENT,410,2.37,SUP-52,N
SKU-0455,Canned tomatoes 500 g,FOOD_AMBIENT,200,4.17,SUP-05,Y
SKU-0456,Salted snacks 250 g,FOOD_AMBIENT,344,8.92,SUP-58,N
SKU-0457,Bandage roll pack of 10,HEALTHCARE,973,39.46,SUP-46,Y
SKU-0458,Pain relief gel pack of 10,HEALTHCARE,533,25.47,SUP-11,Y
SKU-0459,Peanut butter twin pack,FOOD_AMBIENT,390,11.71,SUP-45,Y
SKU-0460,Cornflakes family pack,FOOD_AMBIENT,451,8.1,SUP-16,Y
SKU-0461,Antiseptic solution pack of 10,HEALTHCARE,950,23.34,SUP-10,Y
SKU-0462,Yoghurt 6 pack,FOOD_CHILLED,99,2.68,SUP-31,Y
SKU-0463,Basmati rice family pack,FOOD_AMBIENT,391,2.46,SUP-06,Y
SKU-0464,Cooking oil twin pack,FOOD_AMBIENT,495,9.53,SUP-32,N
SKU-0465,Breakfast cereal twin pack,FOOD_AMBIENT,273,7.88,SUP-12,Y
SKU-0466,Antiseptic solution 30 ct,HEALTHCARE,743,9.9,SUP-17,Y
SKU-0467,Breakfast cereal 250 g,FOOD_AMBIENT,411,10.13,SUP-04,Y
SKU-0468,Egg tray 4 pack,FOOD_CHILLED,130,2.81,SUP-52,Y
SKU-0469,First-aid kit refill 30 ct,HEALTHCARE,968,11.42,SUP-54,Y
SKU-0470,Spice mix twin pack,FOOD_AMBIENT,608,11.6,SUP-37,N
SKU-0471,Ready meal 250 g,FOOD_CHILLED,83,2.57,SUP-33,Y
SKU-0472,Spice mix twin pack,FOOD_AMBIENT,330,1.88,SUP-12,N
SKU-0473,Paneer 500 ml,FOOD_CHILLED,72,12.41,SUP-03,Y
SKU-0474,Cooking sauce 1 kg,FOOD_AMBIENT,386,11.97,SUP-54,Y
SKU-0475,Peanut butter 250 g,FOOD_AMBIENT,248,1.5,SUP-26,Y
SKU-0476,Breakfast cereal 500 g,FOOD_AMBIENT,712,5.77,SUP-51,N
SKU-0477,Calcium tablets 30 ct,HEALTHCARE,900,31.92,SUP-27,Y
SKU-0478,Calcium tablets 30 ct,HEALTHCARE,967,24.56,SUP-60,Y
SKU-0479,Cooking oil family pack,FOOD_AMBIENT,472,10.48,SUP-57,Y
SKU-0480,Salted snacks twin pack,FOOD_AMBIENT,677,7.08,SUP-03,Y
SKU-0481,Salted snacks twin pack,FOOD_AMBIENT,327,7.61,SUP-03,Y
SKU-0482,Peanut butter twin pack,FOOD_AMBIENT,423,1.07,SUP-59,Y
SKU-0483,Fruit juice 4 pack,FOOD_CHILLED,47,6.06,SUP-20,Y
SKU-0484,Ready meal 500 ml,FOOD_CHILLED,134,10.75,SUP-09,Y
SKU-0485,Egg tray 4 pack,FOOD_CHILLED,101,11.95,SUP-18,N
SKU-0486,Soup mix 1 kg,FOOD_AMBIENT,271,2.66,SUP-59,N
SKU-0487,Sugar 500 g,FOOD_AMBIENT,708,10.47,SUP-33,N
SKU-0488,Fresh milk 1 l,FOOD_CHILLED,84,11.08,SUP-09,N
SKU-0489,Hummus 500 ml,FOOD_CHILLED,117,1.89,SUP-57,N
SKU-0490,Wheat flour 500 g,FOOD_AMBIENT,435,0.88,SUP-59,Y
SKU-0491,Antacid syrup pack of 10,HEALTHCARE,645,16.63,SUP-33,Y
SKU-0492,Cooking oil twin pack,FOOD_AMBIENT,211,3.28,SUP-39,Y
SKU-0493,Digital thermometer strips 100 ml,HEALTHCARE,850,24.71,SUP-23,Y
SKU-0494,Breakfast cereal twin pack,FOOD_AMBIENT,272,3.78,SUP-04,Y
SKU-0495,Chocolate bar 1 kg,FOOD_AMBIENT,399,10.36,SUP-44,Y
SKU-0496,Cooking sauce 500 g,FOOD_AMBIENT,705,0.73,SUP-31,N
SKU-0497,Instant noodles 250 g,FOOD_AMBIENT,188,3.07,SUP-52,N
SKU-0498,Breakfast cereal family pack,FOOD_AMBIENT,613,10.8,SUP-30,Y
SKU-0499,Oats 250 g,FOOD_AMBIENT,489,8.29,SUP-26,Y
SKU-0500,Basmati rice family pack,FOOD_AMBIENT,703,11.99,SUP-36,N
SKU-0501,Soup mix 500 g,FOOD_AMBIENT,469,3.93,SUP-31,Y
SKU-0502,Butter 4 pack,FOOD_CHILLED,126,5.89,SUP-17,N
SKU-0503,Canned tomatoes 1 kg,FOOD_AMBIENT,372,2.22,SUP-58,Y
SKU-0504,Soup mix 1 kg,FOOD_AMBIENT,593,8.1,SUP-47,Y
SKU-0505,Sugar twin pack,FOOD_AMBIENT,482,3.48,SUP-26,Y
SKU-0506,Vitamin C tablets 200 ml,HEALTHCARE,962,29.2,SUP-53,Y
SKU-0507,Egg tray 6 pack,FOOD_CHILLED,136,4.5,SUP-41,N
SKU-0508,Fruit jam 1 kg,FOOD_AMBIENT,699,3.95,SUP-54,N
SKU-0509,Hummus 1 l,FOOD_CHILLED,68,5.47,SUP-09,N
SKU-0510,Cornflakes family pack,FOOD_AMBIENT,367,11.39,SUP-42,Y
SKU-0511,Fruit juice 4 pack,FOOD_CHILLED,73,11.55,SUP-27,N
SKU-0512,Peanut butter family pack,FOOD_AMBIENT,560,3.5,SUP-30,N
SKU-0513,Ready meal 6 pack,FOOD_CHILLED,51,13.2,SUP-38,N
SKU-0514,Multivitamin 200 ml,HEALTHCARE,848,35.91,SUP-08,N
SKU-0515,Salted snacks 1 kg,FOOD_AMBIENT,485,5.25,SUP-09,N
SKU-0516,Peanut butter twin pack,FOOD_AMBIENT,599,11.85,SUP-10,Y
SKU-0517,Eye drops pack of 10,HEALTHCARE,549,31.82,SUP-22,N
SKU-0518,Instant noodles 500 g,FOOD_AMBIENT,500,7.8,SUP-29,Y
SKU-0519,Sandwich pack 500 ml,FOOD_CHILLED,144,3.78,SUP-32,N
SKU-0520,Lentils twin pack,FOOD_AMBIENT,312,7.57,SUP-26,Y
SKU-0521,Ready meal 6 pack,FOOD_CHILLED,94,1.56,SUP-13,N
SKU-0522,Basmati rice 250 g,FOOD_AMBIENT,509,9.2,SUP-13,Y
SKU-0523,Basmati rice family pack,FOOD_AMBIENT,434,3.1,SUP-20,Y
SKU-0524,Salted snacks 1 kg,FOOD_AMBIENT,695,7.27,SUP-05,N
SKU-0525,Cough syrup 200 ml,HEALTHCARE,662,19.87,SUP-39,Y
SKU-0526,Cooking sauce twin pack,FOOD_AMBIENT,317,4.44,SUP-23,N
SKU-0527,Instant noodles 1 kg,FOOD_AMBIENT,593,0.72,SUP-47,N
SKU-0528,Antacid syrup 60 ct,HEALTHCARE,387,24.82,SUP-08,Y
SKU-0529,Cream 4 pack,FOOD_CHILLED,146,2.0,SUP-50,Y
SKU-0530,Vitamin C tablets 30 ct,HEALTHCARE,973,39.8,SUP-42,N
SKU-0531,Yoghurt 1 l,FOOD_CHILLED,133,3.06,SUP-25,Y
SKU-0532,Breakfast cereal 1 kg,FOOD_AMBIENT,665,8.57,SUP-45,N
SKU-0533,Yoghurt 250 g,FOOD_CHILLED,83,7.18,SUP-43,Y
SKU-0534,Soup mix 500 g,FOOD_AMBIENT,320,5.32,SUP-33,N
SKU-0535,Multivitamin 30 ct,HEALTHCARE,654,7.22,SUP-32,Y
SKU-0536,Cheese slices 6 pack,FOOD_CHILLED,144,5.05,SUP-13,Y
SKU-0537,Cooking sauce 250 g,FOOD_AMBIENT,482,2.34,SUP-32,N
SKU-0538,Eye drops 30 ct,HEALTHCARE,857,15.23,SUP-01,N
SKU-0539,Hand sanitiser pack of 10,HEALTHCARE,478,33.9,SUP-10,N
SKU-0540,Spice mix 500 g,FOOD_AMBIENT,256,8.82,SUP-58,Y
SKU-0541,Pasta family pack,FOOD_AMBIENT,647,11.87,SUP-17,Y
SKU-0542,Cooking oil family pack,FOOD_AMBIENT,358,10.55,SUP-24,N
SKU-0543,Peanut butter 500 g,FOOD_AMBIENT,616,8.99,SUP-55,N
SKU-0544,Wheat flour 1 kg,FOOD_AMBIENT,189,10.3,SUP-22,Y
SKU-0545,Ready meal 250 g,FOOD_CHILLED,124,5.12,SUP-24,N
SKU-0546,Instant noodles twin pack,FOOD_AMBIENT,296,5.11,SUP-18,N
SKU-0547,Egg tray 500 ml,FOOD_CHILLED,106,12.3,SUP-08,Y
SKU-0548,Eye drops 60 ct,HEALTHCARE,425,39.32,SUP-07,Y
SKU-0549,Cold cuts 1 l,FOOD_CHILLED,106,12.33,SUP-12,N
SKU-0550,First-aid kit refill 60 ct,HEALTHCARE,732,25.62,SUP-31,N
SKU-0551,Cooking oil 500 g,FOOD_AMBIENT,601,5.57,SUP-17,N
SKU-0552,Yoghurt 6 pack,FOOD_CHILLED,135,13.22,SUP-50,N
SKU-0553,Egg tray 4 pack,FOOD_CHILLED,117,4.52,SUP-34,Y
SKU-0554,Soup mix 1 kg,FOOD_AMBIENT,277,5.48,SUP-31,Y
SKU-0555,Salted snacks 250 g,FOOD_AMBIENT,332,10.15,SUP-58,N
SKU-0556,Vitamin C tablets 60 ct,HEALTHCARE,376,26.81,SUP-33,N
SKU-0557,Sugar twin pack,FOOD_AMBIENT,349,1.36,SUP-21,Y
SKU-0558,Breakfast cereal 250 g,FOOD_AMBIENT,231,6.33,SUP-42,Y
SKU-0559,Digital thermometer strips pack of 10,HEALTHCARE,605,5.92,SUP-52,Y
SKU-0560,Fresh milk 250 g,FOOD_CHILLED,108,7.54,SUP-32,N
SKU-0561,Basmati rice 500 g,FOOD_AMBIENT,285,5.14,SUP-36,Y
SKU-0562,Salad bowl 6 pack,FOOD_CHILLED,56,12.19,SUP-41,Y
SKU-0563,Hummus 1 l,FOOD_CHILLED,116,4.29,SUP-22,Y
SKU-0564,Wheat flour family pack,FOOD_AMBIENT,408,10.21,SUP-36,N
SKU-0565,Cold cuts 4 pack,FOOD_CHILLED,105,11.17,SUP-46,Y
SKU-0566,Multivitamin 100 ml,HEALTHCARE,1039,11.2,SUP-23,N
SKU-0567,Canned tomatoes 500 g,FOOD_AMBIENT,714,4.8,SUP-03,N
SKU-0568,Sugar twin pack,FOOD_AMBIENT,323,9.95,SUP-07,Y
SKU-0569,Antacid syrup pack of 10,HEALTHCARE,557,7.47,SUP-14,Y
SKU-0570,Sandwich pack 250 g,FOOD_CHILLED,69,11.18,SUP-49,Y
SKU-0571,Chocolate bar twin pack,FOOD_AMBIENT,306,9.38,SUP-30,N
SKU-0572,Spice mix 500 g,FOOD_AMBIENT,317,11.58,SUP-34,N
SKU-0573,Hummus 1 l,FOOD_CHILLED,100,12.82,SUP-60,Y
SKU-0574,Dessert cup 500 ml,FOOD_CHILLED,67,10.84,SUP-47,N
SKU-0575,Fresh milk 6 pack,FOOD_CHILLED,94,10.38,SUP-57,Y
SKU-0576,Salted snacks 1 kg,FOOD_AMBIENT,608,11.76,SUP-18,Y
SKU-0577,Peanut butter 1 kg,FOOD_AMBIENT,481,5.71,SUP-09,Y
SKU-0578,Eye drops 200 ml,HEALTHCARE,889,14.06,SUP-56,Y
SKU-0579,Cornflakes 250 g,FOOD_AMBIENT,402,2.81,SUP-46,Y
SKU-0580,Fruit jam 1 kg,FOOD_AMBIENT,315,11.79,SUP-33,Y
SKU-0581,Peanut butter 250 g,FOOD_AMBIENT,298,9.25,SUP-31,Y
SKU-0582,Cream 6 pack,FOOD_CHILLED,135,7.14,SUP-19,N
SKU-0583,Cooking sauce 500 g,FOOD_AMBIENT,193,6.51,SUP-25,Y
SKU-0584,Cream 500 ml,FOOD_CHILLED,52,4.2,SUP-19,N
SKU-0585,Paracetamol pack 100 ml,HEALTHCARE,428,28.55,SUP-14,N
SKU-0586,Vitamin C tablets 30 ct,HEALTHCARE,732,33.12,SUP-40,N
SKU-0587,Cornflakes 250 g,FOOD_AMBIENT,409,9.04,SUP-25,Y
SKU-0588,Canned tomatoes twin pack,FOOD_AMBIENT,228,11.15,SUP-27,N
SKU-0589,Cream 250 g,FOOD_CHILLED,85,14.54,SUP-01,N
SKU-0590,Biscuits family pack,FOOD_AMBIENT,633,10.04,SUP-49,Y
SKU-0591,Soup mix 1 kg,FOOD_AMBIENT,381,9.43,SUP-19,Y
SKU-0592,Cream 500 ml,FOOD_CHILLED,54,4.02,SUP-48,Y
SKU-0593,Fresh pasta 6 pack,FOOD_CHILLED,50,7.28,SUP-17,Y
SKU-0594,Cold cuts 1 l,FOOD_CHILLED,77,1.58,SUP-46,N
SKU-0595,Wheat flour 250 g,FOOD_AMBIENT,337,11.18,SUP-04,N
SKU-0596,Pain relief gel 100 ml,HEALTHCARE,995,34.2,SUP-32,N
SKU-0597,Hummus 4 pack,FOOD_CHILLED,90,2.48,SUP-34,Y
SKU-0598,Paracetamol pack 200 ml,HEALTHCARE,898,5.52,SUP-11,Y
SKU-0599,Cornflakes 1 kg,FOOD_AMBIENT,593,1.56,SUP-57,Y
SKU-0600,Peanut butter 1 kg,FOOD_AMBIENT,519,4.65,SUP-49,N
SKU-0601,Ready meal 250 g,FOOD_CHILLED,116,12.62,SUP-08,N
SKU-0602,Oats 250 g,FOOD_AMBIENT,426,10.9,SUP-59,N
SKU-0603,Vitamin C tablets pack of 10,HEALTHCARE,1063,35.77,SUP-59,N
SKU-0604,Cooking oil family pack,FOOD_AMBIENT,575,3.45,SUP-02,N
SKU-0605,Salad bowl 6 pack,FOOD_CHILLED,143,6.56,SUP-29,Y
SKU-0606,Canned tomatoes 500 g,FOOD_AMBIENT,377,4.18,SUP-07,Y
SKU-0607,Sandwich pack 250 g,FOOD_CHILLED,113,8.7,SUP-14,N
SKU-0608,Biscuits 1 kg,FOOD_AMBIENT,614,10.11,SUP-35,N
SKU-0609,Hand sanitiser 30 ct,HEALTHCARE,810,26.92,SUP-48,N
SKU-0610,Basmati rice 500 g,FOOD_AMBIENT,650,8.74,SUP-06,Y
SKU-0611,Instant noodles 250 g,FOOD_AMBIENT,437,6.92,SUP-53,Y
SKU-0612,Cough syrup pack of 10,HEALTHCARE,782,17.36,SUP-28,Y
SKU-0613,Salted snacks 250 g,FOOD_AMBIENT,301,6.65,SUP-05,N
SKU-0614,Chocolate bar 500 g,FOOD_AMBIENT,226,8.56,SUP-23,N
SKU-0615,Cooking oil family pack,FOOD_AMBIENT,476,9.55,SUP-39,Y
SKU-0616,Oats 500 g,FOOD_AMBIENT,570,5.04,SUP-31,Y
SKU-0617,Pasta 250 g,FOOD_AMBIENT,319,9.09,SUP-19,N
SKU-0618,Tea family pack,FOOD_AMBIENT,485,8.29,SUP-01,Y
SKU-0619,Cornflakes 500 g,FOOD_AMBIENT,324,1.92,SUP-37,Y
SKU-0620,Cornflakes family pack,FOOD_AMBIENT,267,4.0,SUP-14,Y
SKU-0621,Spice mix 1 kg,FOOD_AMBIENT,325,2.35,SUP-40,N
SKU-0622,Biscuits 250 g,FOOD_AMBIENT,297,2.59,SUP-55,Y
SKU-0623,First-aid kit refill 200 ml,HEALTHCARE,927,20.07,SUP-05,Y
SKU-0624,Multivitamin 200 ml,HEALTHCARE,621,6.63,SUP-32,N
SKU-0625,Fruit juice 500 ml,FOOD_CHILLED,61,10.56,SUP-07,Y
SKU-0626,Lentils twin pack,FOOD_AMBIENT,378,4.15,SUP-22,N
SKU-0627,Canned tomatoes family pack,FOOD_AMBIENT,336,7.0,SUP-52,Y
SKU-0628,Cooking sauce 1 kg,FOOD_AMBIENT,352,0.56,SUP-51,Y
SKU-0629,Cooking sauce 1 kg,FOOD_AMBIENT,463,10.16,SUP-44,N
SKU-0630,Sugar family pack,FOOD_AMBIENT,653,5.62,SUP-32,Y
SKU-0631,Instant noodles 1 kg,FOOD_AMBIENT,263,10.18,SUP-58,Y
SKU-0632,Breakfast cereal 500 g,FOOD_AMBIENT,258,8.87,SUP-55,Y
